回数,種別,科目名,番号,問題文,選択肢１,選択肢２,選択肢３,選択肢４,答
27,按マ指,東洋医学概論,98,肝血虚証でみられる症状はどれか。,腰がだるい。,皮下出血がある。,手足が冷える。,目が乾燥する。,4
27,按マ指,東洋医学概論,99,「神明を主る」の失調による症状で最も適切なのはどれか。,健忘,浮腫,息切れ,倦怠感,1
27,按マ指,東洋医学概論,100,瘀血でみられる腹診所見はどれか。,胸脇苦満,小腹不仁,少腹急結,腹裏拘急,3
27,按マ指,東洋医学概論,101,虚証の症状はどれか。,呼吸が荒い。,自汗がある。,体動が多い。,脹痛がある。,2
27,按マ指,経絡経穴概論,102,交感神経を介した反応で皮膚電気抵抗が低下するのはどれか。,良導点,ヘッド帯,電気運動点,エアポケット現象,1
27,按マ指,経絡経穴概論,103,「前腕後面の内側、上腕の後内側を上り、肩関節に出る。」を流注する手の経脈と表裏関係にあるのはどれか。,少陰経,厥陰経,陽明経,太陽経,1
27,按マ指,経絡経穴概論,104,足の太陰経の流注で正しいのはどれか。,足の第2指内側端に起こる。,脛骨内縁の後ろに沿って上る。,腹部では前正中線の外方2寸を上る。,胸部では前正中線の外方4寸を上る。,2
27,按マ指,経絡経穴概論,105,原穴が動脈拍動部にある経脈はどれか。,手の少陽経,手の厥陰経,足の陽明経,足の太陰経,3
27,按マ指,経絡経穴概論,106,心の募穴と同じ高さにある経穴はどれか。,梁門,不容,章門,日月,2
27,按マ指,経絡経穴概論,107,心包の募穴はどれか。,中府,膻中,巨闕,日月,2
27,按マ指,経絡経穴概論,108,手関節掌側横紋の上方1寸5分に取穴する経穴はどれか。,列欠,偏歴,内関,通里,1
27,按マ指,経絡経穴概論,109,半腱様筋腱の外縁に取るのはどれか。,陰陵泉,陰谷,膝関,膝陽関,2
27,按マ指,経絡経穴概論,110,足の少陽経の絡穴で外果尖からの高さはどれか。,上方7寸,上方6寸,上方5寸,上方4寸,3
27,按マ指,経絡経穴概論,111,長腓骨筋腱部にあるのはどれか。,蠡溝,飛揚,地機,陽陵泉,4
27,按マ指,東洋医学臨床論,112,気の固摂作用を最も高める必要があるのはどれか。,下肢がむくみやすい。,風邪を引きやすい。,息切れしやすい。,動くと汗をかきやすい。,4
27,按マ指,東洋医学臨床論,113,次の文で示す患者の病証に対する治療方針で最も適切なのはどれか。「60歳の女性。梅雨時になってめまいや立ちくらみが起こりやすく、手足に内出血が目立つようになった。血尿や下血はなく、近医を受診したが異常はない。」,肺気を補う。,脾気を補う。,心気を補う。,肝気を補う。,2
27,按マ指,東洋医学臨床論,114,次の文で示す患者の病証に対する治療方針で最も適切なのはどれか。「30歳の女性。主訴は倦怠感と息切れ。月経周期が短く、月経量は多く、色は薄い。舌質は淡、舌苔は薄、脈は弱。」,防衛作用を高める。,統血作用を高める。,疏泄作用を改善する。,滋潤作用を改善する。,2
27,按マ指,東洋医学臨床論,115,次の文で示す頭痛の治療方針として最も適切なのはどれか。「痛みは長く続き、活動時に軽減する。めまい、ふらつき、精神疲労、動悸を伴う。舌質は淡、脈は細。」,風邪を散じる。,逆気を降ろす。,津液を補う。,気血を養う。,4
27,按マ指,東洋医学臨床論,116,次の文で示す患者の経脈病証に対して原穴に施術する際に正しいのはどれか。「65歳の男性。普段から食欲があまりなく、食事をすると心下につかえを感じ、嘔吐することがあるが排便により症状は軽快する。舌の強ばりや尿閉もみられる。」,太衝,衝陽,太渓,太白,4
27,按マ指,東洋医学臨床論,117,次の文で示す患者の病証に対する治療で最も適切な経穴の組合せはどれか。「38歳の女性。職業はシステムエンジニア。日頃から目が乾き、仕事が忙しくなると気分が落ち着かなくなり不眠となる。最近では腰に重だるさがみられる。舌質は紅、脈は細数。」,章門———京門,期門———京門,期門———章門,神門———京門,2
27,按マ指,東洋医学臨床論,118,次の文で示す病証に対する治療として最も適切な足の経脈はどれか。「36歳の男性。主訴は目の疲れと痒み。2日前から右目の内眼角に痒みを自覚し始め、すぐにこすりたくなる。右内眼角部の結膜は軽度充血して、目やにが付きやすい。また、背部のつっぱり感がある。」,厥陰経,少陰経,陽明経,太陽経,4
27,按マ指,東洋医学臨床論,119,徒手検査の陽性所見と局所施術部位の組合せで最も適切なのはどれか。,ブラガードテスト———腰部,ルーステスト———手関節部,グラスピングテスト———頸部,ゲンスレンテスト———膝関節部,1
27,按マ指,東洋医学臨床論,120,COPDの患者で、呼吸補助筋である小胸筋に過緊張がみられる場合の局所治療穴として最も適切なのはどれか。,肺兪,期門,日月,中府,4
27,按マ指,東洋医学臨床論,121,次の文で示す症例の罹患部への施術部位として最も適切なのはどれか。「45歳の男性。主訴は腰痛。2か月前から発症し、後屈時に主訴が再現する。後正中の外方約2cmの深部に圧痛がみられる。」,腰椎椎間関節部,仙腸関節部,腰方形筋部,棘筋部,1
27,按マ指,東洋医学臨床論,122,次の文で示す症例について、身体診察でみられる可能性が最も高いのはどれか。「72歳の男性。半年ほど前から歩行時に右腰部から下腿後面、第5指にかけて疼痛が生じるようになった。疼痛は前屈姿勢での休息により軽減する。膀胱直腸障害はない。」,SLRテスト陽性,膝蓋部の触覚鈍麻,アキレス腱反射減弱,足関節内反背屈力の低下,3
27,按マ指,東洋医学臨床論,123,末梢性顔面神経麻痺の罹患筋と局所治療穴の組合せで最も適切なのはどれか。,前頭筋———陽白,眼輪筋———下関,頬骨筋———攅竹,口輪筋———四白,1
27,按マ指,東洋医学臨床論,124,後頭部痛を訴える患者で、痛みの領域から大後頭神経が罹患神経と考えた。それを確認するために押圧する最も適切な経穴はどれか。,翳風,完骨,天柱,風池,3
27,按マ指,東洋医学臨床論,125,次の文で示す患者の病態に対する局所施術の対象として最も適切なのはどれか。「60歳の男性。4か月前から左肩関節外側部に痛みがある。肩関節外旋位で肩峰下に圧痛が認められる。インピンジメントテスト陽性。」,肩甲挙筋,棘上筋,棘下筋,広背筋,2
27,按マ指,東洋医学臨床論,126,肩関節を90度外転位で内旋動作をすると可動域制限とともに肩関節後面に牽引痛がみられる。罹患筋として最も適切なのはどれか。,三角筋,肩甲下筋,小円筋,大円筋,3
27,按マ指,東洋医学臨床論,127,理学検査でC7神経根障害を疑うのはどれか。,上腕二頭筋反射減弱,三角筋の筋力低下,ホフマン反射陽性,中指背側の知覚鈍麻,4
27,按マ指,東洋医学臨床論,128,次の文で示す症例に対し、局所治療点として最も適切なのはどれか。「55歳の女性。1週間前に長距離の歩行をした後から右殿部痛を自覚した。K・ボンネットテスト陽性。」,上後腸骨棘と大転子頂点の中点,仙骨裂孔と大転子頂点を結ぶ線の外3分の2の点,仙骨角と大転子頂点の中点,尾骨先端と大転子頂点の中点,1
27,按マ指,東洋医学臨床論,129,高齢者の認知機能の評価法はどれか。,MMSE,バーセルインデックス,ロコモ度テスト,改訂PGCモラールスケール,1
27,按マ指,東洋医学臨床論,130,高齢者に指圧を行う際、圧迫骨折に最も注意が必要な経穴はどれか。,百会,天宗,胃兪,次髎,3
27,按マ指,東洋医学臨床論,131,徒手検査法の陽性所見と罹患部への局所治療穴の組合せで最も適切なのはどれか。,アイヒホッフテスト———偏歴,ファレンテスト———陽池,トムゼンテスト———小海,インピンジメントテスト———大陵,1
27,按マ指,東洋医学臨床論,132,オスグッド病の進行抑制を目的としてストレッチを行う場合、最も適切なのはどれか。,大腿筋膜張筋,大腿四頭筋,下腿三頭筋,前脛骨筋,2
27,按マ指,東洋医学臨床論,133,肩甲挙筋の緊張を有する肩こりに対して局所施術を行う場合、最も適切な治療穴はどれか。,身柱,風池,肩外兪,肩井,3
27,按マ指,東洋医学臨床論,134,コレステロール型胆石症の既往をもつ患者の胆石生成予防に対する食事指導で、最も制限すべきなのはどれか。,食事回数,塩分,高脂質食品,アルコール,3
27,按マ指,総合(専門科目),135,次の文で示す症例について、問いに答えよ。「31歳の男性。主訴は腹痛と下痢。勤務時間が長く、ストレスが続いている。腹痛と腹部膨満感は排便により軽減する。噯気が多い。過敏性腸症候群と診断された。」本症例で認める腹痛部位で最も適切なのはどれか。,心窩部,左季肋部,臍部,左下腹部,4
